Product Name,Category,Location,MRP,Blinkit Price,Zepto Price,Instamart Price,Discount (%),Margin (%),Festive/Seasonal Impact,Delivery Distance (km),Shelf Life (days),Min Stock,Max Stock,Final Price,Customer Sentiment,Weight (g/ml),Weight Unit,Order Year,Order Month,Order Day,Order Hour,Order Time Category
2,3,4,0.2777777777777778,0.26100807827966777,0.25692193984876915,0.25356838214387256,14,0.55,6,0.7749999999999999,0.8611111111111112,0.0,0.8085106382978723,0.25696029210406207,1,1.0,2,0.0,0.36363636363636365,0.13333333333333333,0.9130434782608695,3
7,1,1,0.4944444444444445,0.4398680168392308,0.4388538290977316,0.4331532556155815,16,0.050000000000000044,6,0.25,0.0027777777777777766,0.125,0.6808510638297872,0.4376996805111821,1,0.19919919919919918,2,0.0,0.9090909090909091,0.3666666666666667,0.9130434782608695,3
11,3,4,0.4444444444444445,0.4281488223916259,0.4316334072431634,0.4326983224338925,9,0.4,5,0.525,0.7861111111111112,0.32500000000000007,0.7978723404255319,0.43119580100410765,1,1.0,2,0.0,0.8181818181818182,0.6333333333333333,0.30434782608695654,2
13,3,2,0.0,0.009557401297075899,0.010290522485644452,0.0058572647142450945,16,0.3500000000000001,2,0.07500000000000001,0.9027777777777779,0.875,0.4893617021276596,0.007587859424920129,2,0.49949949949949957,2,0.0,0.6363636363636364,0.5,0.5217391304347826,0
15,3,1,0.7222222222222222,0.7137330754352031,0.720791403718233,0.7205572931475689,6,0.10000000000000009,6,0.525,0.9611111111111112,0.7750000000000001,0.44680851063829785,0.7196485623003195,0,0.24924924924924927,2,0.0,0.5454545454545454,0.9,0.43478260869565216,2
6,3,4,0.3888888888888889,0.3213676186141768,0.32361134800159197,0.323002558999147,20,0.15000000000000002,0,0.09999999999999998,0.7361111111111112,0.675,0.6968085106382979,0.3226837060702875,0,0.49949949949949957,2,0.0,0.4545454545454545,0.9666666666666667,0.34782608695652173,2
12,3,1,0.8666666666666667,0.7483217658436682,0.7484791631133096,0.740915553028149,17,0.30000000000000004,6,0.2,0.5833333333333334,0.675,0.3829787234042553,0.7472615244180738,0,0.0,3,0.0,0.2727272727272727,0.5666666666666667,0.17391304347826086,3
4,4,0,0.0,0.01985436340880646,0.024390243902439046,0.020983793005402332,7,0.050000000000000044,5,0.65,0.07777777777777778,0.125,0.3404255319148936,0.02082382473756275,1,,0,0.0,0.1818181818181818,0.13333333333333333,0.6086956521739131,0
3,2,3,0.2277777777777778,0.2276709523267721,0.2277559838535449,0.21956212681262435,11,0.0,2,0.9750000000000001,0.025,0.45000000000000007,0.6648936170212766,0.22472615244180738,0,0.0,1,0.0,0.7272727272727273,0.8666666666666667,0.5217391304347826,0
8,2,3,0.37222222222222223,0.35282739788371825,0.3601114332821651,0.35587148137617286,11,0.8500000000000001,1,0.04999999999999999,0.005555555555555555,0.07500000000000001,0.8031914893617021,0.35640118667275217,0,1.0,2,0.0,0.5454545454545454,0.1,0.13043478260869565,3
9,0,4,0.43888888888888894,0.44931163954943687,0.4388538290977316,0.4402615865794711,6,0.9500000000000002,1,0.07500000000000001,0.29444444444444445,0.17500000000000004,0.8031914893617021,0.4432336832496577,2,,0,0.0,0.2727272727272727,0.13333333333333333,0.6086956521739131,0
12,3,4,0.8666666666666667,0.7374559107975879,0.7358007845812724,0.733238555587148,18,0.4,6,0.2,0.7083333333333334,0.375,0.4308510638297872,0.7368210862619808,1,0.0,3,0.0,0.4545454545454545,0.03333333333333333,0.6956521739130435,0
6,3,2,0.3888888888888889,0.35476163386050746,0.354426061743135,0.3441000852999715,15,0.9500000000000002,2,1.0,0.5361111111111112,0.8500000000000001,0.4627659574468085,0.35120949338201735,2,0.49949949949949957,2,0.0,0.5454545454545454,0.4666666666666667,0.4782608695652174,2
5,3,0,1.0,0.9771305040391398,0.9705497754278245,0.9684958771680408,7,0.8500000000000001,4,0.7,0.9500000000000001,0.825,0.18085106382978722,0.9741556366955728,1,0.19919919919919918,2,0.0,0.7272727272727273,0.5,0.34782608695652173,2
8,2,2,0.37222222222222223,0.37501422232335874,0.36545568252885335,0.3654250781916405,8,0.15000000000000002,3,0.75,0.01666666666666667,0.45000000000000007,0.9095744680851063,0.3687813783660429,2,1.0,2,0.0,0.1818181818181818,0.7,0.8260869565217391,1
10,0,0,0.1388888888888889,0.1374445329389009,0.1342884757518904,0.1419391526869491,13,0.050000000000000044,3,0.09999999999999998,0.44722222222222224,0.42500000000000004,0.14361702127659576,0.13732314011866725,0,,0,0.0,0.0,0.03333333333333333,0.3913043478260869,2
10,0,0,0.1388888888888889,0.1335191716918876,0.13644891693672184,0.13960762013079328,13,0.8500000000000001,3,0.0,0.4861111111111111,0.22500000000000003,0.7819148936170213,0.13595390232770427,2,,0,0.0,0.0,0.43333333333333335,1.0,3
0,1,4,0.2,0.20377744908408235,0.19904485758144297,0.20290019903326698,9,0.050000000000000044,0,0.8999999999999999,0.027777777777777783,0.375,0.9787234042553192,0.20156321314468278,2,0.0,3,0.0,0.09090909090909091,0.26666666666666666,0.9565217391304348,3
0,1,4,0.2,0.18130617817726702,0.1784638126101541,0.18060847313050896,18,0.3500000000000001,5,0.875,0.01666666666666667,0.025000000000000022,0.23936170212765956,0.17971246006389774,2,0.0,3,0.0,0.8181818181818182,0.4,0.043478260869565216,3
10,0,3,0.1388888888888889,0.137273865058596,0.14293024049121614,0.1353994882001706,12,0.050000000000000044,5,0.8500000000000001,0.22222222222222224,0.7250000000000001,0.6223404255319149,0.1379507074395253,2,,0,0.0,0.2727272727272727,0.9,0.5217391304347826,0
15,3,0,0.7222222222222222,0.6730003413357607,0.67104440275172,0.6689223770258742,11,0.4,6,0.35,0.7694444444444445,0.8500000000000001,0.6223404255319149,0.6721246006389776,1,0.24924924924924927,2,0.0,0.9999999999999999,0.9666666666666667,0.7826086956521738,1
14,3,1,0.21111111111111114,0.21253840027306858,0.21684007049860715,0.2062553312482229,10,0.9500000000000002,4,0.42500000000000004,0.7083333333333334,0.675,0.9627659574468086,0.21154723870378822,1,1.0,2,0.0,0.5454545454545454,0.5333333333333333,0.6086956521739131,0
17,3,3,0.33333333333333337,0.31693025372624867,0.32173517539371205,0.31384702871765713,11,0.8500000000000001,0,0.675,0.9611111111111112,0.30000000000000004,0.5531914893617021,0.31749201277955275,1,1.0,2,0.0,0.4545454545454545,0.5,0.4782608695652174,2
11,3,2,0.4444444444444445,0.4001024007281829,0.3935414179316619,0.4025589991470002,15,0.8,0,0.30000000000000004,0.7166666666666668,0.625,0.526595744680851,0.39901871291647645,0,1.0,2,0.0,0.6363636363636364,0.06666666666666668,0.30434782608695654,2
6,3,0,0.3888888888888889,0.34162020707702806,0.34385127068053906,0.3407449530850156,17,0.45000000000000007,2,0.4,0.7000000000000001,0.45000000000000007,0.3723404255319149,0.34213829301688725,2,0.49949949949949957,2,0.0,0.4545454545454545,0.4666666666666667,0.9565217391304348,3
10,0,3,0.1388888888888889,0.12401865968824667,0.12189436579680485,0.1252772249075917,19,0.25,2,0.65,0.3333333333333333,1.0,0.6595744680851063,0.12311729803742585,0,,0,0.0,0.09090909090909091,0.16666666666666669,0.2608695652173913,2
15,3,2,0.7222222222222222,0.6700989873705768,0.6683722781283759,0.6793289735570087,11,0.9500000000000002,1,0.8500000000000001,0.8083333333333335,0.65,0.9893617021276595,0.6737220447284344,2,0.24924924924924927,2,0.0,0.6363636363636364,0.3333333333333333,0.5652173913043478,0
13,3,3,0.0,0.006200932984412336,0.010688498493376553,0.0034119988626670483,17,0.15000000000000002,2,0.7749999999999999,0.6111111111111112,0.825,0.7978723404255319,0.005762209036969418,2,0.49949949949949957,2,0.0,0.0,0.6333333333333333,0.5217391304347826,0
8,2,0,0.37222222222222223,0.3694959608601661,0.3730172266757633,0.37173727608757456,8,0.8500000000000001,5,0.6,0.022222222222222227,0.875,0.7872340425531915,0.37157690552259237,0,1.0,2,0.0,0.9999999999999999,0.43333333333333335,0.43478260869565216,2
2,3,3,0.2777777777777778,0.2639663215382865,0.26465404514185004,0.2584020471993176,13,0.8,2,0.475,0.6805555555555556,0.7000000000000001,0.2446808510638298,0.2621519853947969,2,1.0,2,0.0,0.8181818181818182,0.1,0.08695652173913043,3
16,5,0,0.15000000000000002,0.13989077255660487,0.14213428847575194,0.13773102075632637,15,0.3500000000000001,4,0.375,0.01388888888888889,0.32500000000000007,0.14893617021276595,0.1393769968051118,2,1.0,2,0.0,0.4545454545454545,0.3,0.08695652173913043,3
3,2,2,0.2277777777777778,0.19478894072135627,0.19210870430382632,0.19471140176286608,19,0.9000000000000001,0,0.95,0.022222222222222227,0.75,0.1595744680851064,0.19346188954815152,2,0.0,1,0.0,0.36363636363636365,0.5,0.6086956521739131,0
16,5,3,0.15000000000000002,0.1343725110934122,0.13633520950594125,0.13721922092692634,18,0.3500000000000001,5,0.5,0.008333333333333333,0.7750000000000001,0.1968085106382979,0.13538338658146964,0,1.0,2,0.0,0.36363636363636365,0.9999999999999999,0.0,3
10,0,3,0.1388888888888889,0.14893617021276595,0.14958212519188135,0.1504122831959056,10,0.8500000000000001,3,0.025000000000000022,0.3611111111111111,0.9000000000000001,0.21808510638297873,0.1491328160657234,0,,0,0.0,0.09090909090909091,0.03333333333333333,0.6086956521739131,0
3,2,0,0.2277777777777778,0.1921151439299124,0.19273409517311962,0.19363093545635482,19,0.7000000000000002,5,0.32499999999999996,0.01666666666666667,0.65,0.473404255319149,0.19243496120492926,0,0.0,1,0.0,0.9090909090909091,0.6333333333333333,0.21739130434782608,2
11,3,3,0.4444444444444445,0.4551143474798043,0.44726817897549614,0.45089564970145,6,1.0,6,0.04999999999999999,0.6611111111111112,0.30000000000000004,0.0851063829787234,0.45150616157005935,2,1.0,2,0.0,0.6363636363636364,0.9333333333333333,0.30434782608695654,2
6,3,0,0.3888888888888889,0.32620320855614976,0.32463471487861734,0.32089849303383566,20,0.4,1,0.7749999999999999,0.9166666666666667,0.9500000000000002,0.35106382978723405,0.32393884071200363,2,0.49949949949949957,2,0.0,0.8181818181818182,0.9333333333333333,0.043478260869565216,3
2,3,2,0.2777777777777778,0.2978723404255319,0.2934788788447326,0.29746943417685523,5,0.6000000000000001,6,0.4,0.6250000000000001,0.10000000000000003,0.8191489361702128,0.29621177544500227,1,1.0,2,0.0,0.7272727272727273,0.8,0.17391304347826086,3
15,3,1,0.7222222222222222,0.6525201956991693,0.6490988686110637,0.6439010520329826,14,0.9000000000000001,3,0.7749999999999999,0.8638888888888889,0.675,0.6382978723404256,0.6495892286627112,0,0.24924924924924927,2,0.0,0.0,0.8666666666666667,0.7826086956521738,1
9,0,2,0.43888888888888894,0.3801342587325065,0.37159588379100583,0.3815183394938868,18,1.0,6,0.8999999999999999,0.4027777777777778,0.22500000000000003,0.6329787234042553,0.3779666818804199,0,,0,0.0,0.1818181818181818,0.26666666666666666,0.3913043478260869,2
9,0,2,0.43888888888888894,0.3648310387984981,0.3685257831599295,0.3660506113164629,20,0.5,0,0.8500000000000001,0.25,0.7000000000000001,0.473404255319149,0.36661341853035145,2,,0,0.0,0.8181818181818182,0.5666666666666667,0.43478260869565216,2
4,4,4,0.0,0.007224940266241903,0.008869179600886928,0.007051464316178563,17,0.75,0,0.2,0.3111111111111111,0.42500000000000004,0.8936170212765957,0.006732085805568236,0,,0,0.0,0.7272727272727273,0.9333333333333333,0.30434782608695654,2
5,3,4,1.0,0.9225736716349981,0.9290465631929048,0.9267557577480807,11,0.3500000000000001,6,0.7,0.9916666666666667,0.7750000000000001,0.7659574468085106,0.9280579643998175,1,0.19919919919919918,2,0.0,0.9090909090909091,0.06666666666666668,0.9565217391304348,3
14,3,1,0.21111111111111114,0.2039481169643873,0.20183068963556772,0.20676713107762293,12,0.55,4,0.475,0.7305555555555556,0.675,0.8829787234042553,0.20384527612962117,1,1.0,2,0.0,0.36363636363636365,0.23333333333333334,0.4782608695652174,2
0,1,3,0.2,0.18580043235863009,0.1840354767184036,0.1850440716519761,14,0.15000000000000002,4,0.75,0.005555555555555555,0.30000000000000004,0.35106382978723405,0.18456184390689184,1,0.0,3,0.0,0.8181818181818182,0.4,0.8695652173913043,1
7,1,2,0.4944444444444445,0.4534076686767551,0.4513047927682075,0.4453795848734716,14,0.55,3,0.175,0.022222222222222227,0.2,0.4095744680851064,0.4504792332268371,2,0.19919919919919918,2,0.0,0.0,0.5666666666666667,0.6956521739130435,0
12,3,4,0.8666666666666667,0.8273978837182843,0.8280175109443402,0.8209269263576912,9,0.0,4,0.575,0.8250000000000001,0.7000000000000001,0.6063829787234043,0.8270766773162939,0,0.0,3,0.0,0.1818181818181818,0.3666666666666667,0.6086956521739131,0
12,3,2,0.8666666666666667,0.7112868358174992,0.7101029052248566,0.7152118282627239,20,0.9000000000000001,5,0.625,0.5916666666666668,0.22500000000000003,0.8085106382978723,0.7134869922409859,2,0.0,3,0.0,0.2727272727272727,0.8666666666666667,1.0,3
11,3,0,0.4444444444444445,0.38235294117647056,0.38404684746148166,0.37782200739266414,18,0.8,6,0.375,0.6972222222222223,0.925,0.7712765957446809,0.3816179826563213,0,1.0,2,0.0,0.2727272727272727,0.9,0.6086956521739131,0
12,3,4,0.8666666666666667,0.8409375355558084,0.8318267098754906,0.8321296559567813,8,0.10000000000000009,3,0.15000000000000002,0.8777777777777779,0.10000000000000003,0.22872340425531917,0.8366042902784117,2,0.0,3,0.0,0.0,0.03333333333333333,0.0,3
3,2,3,0.2277777777777778,0.18989646148594835,0.18892489624196945,0.1944839351720216,20,0.7000000000000002,3,0.07500000000000001,0.01666666666666667,1.0,0.473404255319149,0.19072341396622544,2,0.0,1,0.0,0.4545454545454545,0.43333333333333335,0.08695652173913043,3
17,3,4,0.33333333333333337,0.33348503811582664,0.3321394053101371,0.32374182541939145,9,0.25,1,0.8,0.888888888888889,0.45000000000000007,0.6861702127659575,0.32981515289822,1,1.0,2,0.0,0.09090909090909091,0.5666666666666667,0.30434782608695654,2
4,4,2,0.0,0.014165434065308902,0.00892603331627724,0.008984930338356553,17,0.10000000000000009,3,0.6,0.2972222222222222,0.9500000000000002,0.5372340425531915,0.009698767685988138,0,,0,0.0,0.0,0.3333333333333333,0.043478260869565216,3
11,3,0,0.4444444444444445,0.4608032768233019,0.4565921882995055,0.452260449246517,5,0.050000000000000044,3,0.7749999999999999,0.8194444444444445,0.825,0.7712765957446809,0.4569831127339115,2,1.0,2,0.0,0.9999999999999999,0.6666666666666666,0.7826086956521738,1
5,3,0,1.0,0.8491864831038799,0.84683609073853,0.842593119135627,18,0.55,0,0.4,0.9611111111111112,0.15000000000000002,0.2446808510638298,0.8479005020538568,0,0.19919919919919918,2,0.0,0.36363636363636365,0.23333333333333334,0.043478260869565216,3
3,2,3,0.2277777777777778,0.20628057799522126,0.20296776394337374,0.2020471993176002,17,0.5,4,0.25,0.022222222222222227,0.8,0.16489361702127658,0.20338886353263352,2,0.0,1,0.0,0.7272727272727273,0.3666666666666667,0.3913043478260869,2
8,2,3,0.37222222222222223,0.37637956536579814,0.3779066461993292,0.38259880580039807,6,1.0,2,0.44999999999999996,0.01388888888888889,0.42500000000000004,0.8297872340425532,0.37916476494751256,2,1.0,2,0.0,0.09090909090909091,0.6333333333333333,0.9130434782608695,3
16,5,3,0.15000000000000002,0.1242462168619866,0.1337199385979874,0.12971282342905885,20,0.3500000000000001,3,0.7,0.011111111111111112,0.0,0.7446808510638298,0.12865130077590142,0,1.0,2,0.0,0.4545454545454545,0.2,0.43478260869565216,2
11,3,0,0.4444444444444445,0.4375924451018318,0.43322531127409186,0.44156951947682677,8,0.75,5,0.925,0.8472222222222223,0.42500000000000004,0.648936170212766,0.4378708352350525,0,1.0,2,0.0,0.9090909090909091,0.6333333333333333,0.17391304347826086,3
7,1,3,0.4944444444444445,0.4175105245192855,0.41520268349536654,0.4214955928348023,19,0.8,1,0.75,0.0027777777777777766,0.42500000000000004,0.648936170212766,0.41841624828845275,2,0.19919919919919918,2,0.0,0.36363636363636365,0.3333333333333333,1.0,3
9,0,2,0.43888888888888894,0.44726362498577765,0.4469839103985446,0.45044071651976114,5,0.75,5,0.875,0.3416666666666667,0.75,0.6223404255319149,0.4486535828388863,0,,0,0.0,0.36363636363636365,0.26666666666666666,0.08695652173913043,3
8,2,4,0.37222222222222223,0.3205142792126522,0.3194041730627097,0.32084162638612457,19,0.3500000000000001,2,0.575,0.022222222222222227,0.050000000000000044,0.43617021276595747,0.3202875399361022,2,1.0,2,0.0,0.8181818181818182,0.5,0.21739130434782608,2
7,1,3,0.4944444444444445,0.47889407213562407,0.4731934731934733,0.4787034404321865,9,0.9000000000000001,2,0.32499999999999996,0.019444444444444445,0.15000000000000002,0.7393617021276596,0.4774646280237334,2,0.19919919919919918,2,0.0,0.9999999999999999,0.6,0.5652173913043478,0
4,4,1,0.0,0.017180566617362614,0.019785092955824687,0.014216661927779373,9,0.75,3,0.7749999999999999,0.30833333333333335,0.9750000000000001,0.7393617021276596,0.016088544043815614,0,,0,0.0,0.7272727272727273,0.26666666666666666,0.34782608695652173,2
11,3,2,0.4444444444444445,0.3920241210604164,0.3878560463926318,0.39101506966164334,17,0.75,5,0.875,0.925,0.10000000000000003,0.3351063829787234,0.39051802829758103,2,1.0,2,0.0,0.7272727272727273,0.03333333333333333,0.08695652173913043,3
16,5,0,0.15000000000000002,0.1625896006371601,0.15850815850815853,0.16474267841910714,7,0.15000000000000002,3,0.44999999999999996,0.005555555555555555,0.025000000000000022,0.05851063829787234,0.1614559561843907,1,1.0,2,0.0,0.36363636363636365,0.13333333333333333,1.0,3
12,3,2,0.8666666666666667,0.7549209238821253,0.7521746546136792,0.7543360818879726,16,0.25,4,0.175,0.9194444444444445,0.6000000000000001,0.9627659574468086,0.7551916932907348,2,0.0,3,0.0,0.7272727272727273,0.7,0.30434782608695654,2
15,3,3,0.7222222222222222,0.6881328933894642,0.6921939848769119,0.6904179698606766,9,0.0,0,0.8999999999999999,0.688888888888889,0.8500000000000001,0.38829787234042556,0.6914650844363304,0,0.24924924924924927,2,0.0,0.0,0.9333333333333333,0.6956521739130435,0
4,4,2,0.0,0.01410854477187394,0.011484450508840768,0.009610463463178842,14,0.45000000000000007,0,0.2,0.4111111111111111,0.15000000000000002,0.34574468085106386,0.010782747603833853,0,,0,0.0,0.36363636363636365,0.9,0.08695652173913043,3
0,1,4,0.2,0.18318352486062123,0.19210870430382632,0.1873187375604208,14,0.0,4,0.575,0.0,0.9500000000000002,0.8723404255319149,0.1871291647649475,1,0.0,3,0.0,0.9090909090909091,0.6,0.43478260869565216,2
16,5,0,0.15000000000000002,0.1360791898964615,0.13548240377508672,0.13630935456354845,16,0.20000000000000007,0,0.625,0.01388888888888889,0.050000000000000044,0.425531914893617,0.13538338658146964,1,1.0,2,0.0,0.9090909090909091,0.03333333333333333,0.2608695652173913,2
4,4,1,0.0,0.012856980316304487,0.005401102962078588,0.007847597384134208,16,0.6500000000000001,0,0.175,0.4527777777777778,0.5750000000000001,0.8351063829787234,0.00770196257416704,2,,0,0.0,0.5454545454545454,0.4,0.9130434782608695,3
5,3,0,1.0,0.830185459096598,0.8218773096821879,0.8287176570941143,20,0.15000000000000002,4,0.475,0.5861111111111111,0.3500000000000001,0.9893617021276595,0.8285600182565038,2,0.19919919919919918,2,0.0,0.8181818181818182,0.23333333333333334,0.2608695652173913,2
1,2,4,0.7611111111111111,0.7486062123108431,0.7391551537893002,0.7453511515496162,7,0.7000000000000002,4,0.375,0.01666666666666667,0.925,0.7074468085106383,0.7457211319032406,1,1.0,2,0.0,0.9090909090909091,0.4666666666666667,0.3913043478260869,2
0,1,1,0.2,0.19467516213448627,0.19608846438114735,0.1999431333522889,12,0.5,3,0.925,0.027777777777777783,0.10000000000000003,0.8776595744680851,0.19654267457781838,2,0.0,3,0.0,0.9090909090909091,0.4666666666666667,0.9565217391304348,3
4,4,2,0.0,0.0035840254864034637,0.00261527090795384,0.002615865794711403,18,0.75,3,0.125,0.45,0.2,0.5638297872340425,0.0019397535371976221,2,,0,0.0,0.4545454545454545,0.8,0.17391304347826086,3
0,1,4,0.2,0.20895437478666512,0.20603786457445,0.20824566391811203,9,0.9500000000000002,2,0.4,0.0,0.5750000000000001,0.4095744680851064,0.20738247375627566,0,0.0,3,0.0,0.4545454545454545,0.6666666666666666,0.17391304347826086,3
4,4,0,0.0,0.005688929343497559,0.012166695093524388,0.010690929769690077,16,1.0,5,0.35,0.2638888888888889,0.30000000000000004,0.22340425531914893,0.008557736193518947,0,,0,0.0,0.9090909090909091,0.8,0.34782608695652173,2
4,4,1,0.0,0.017521902377972465,0.01682869975552903,0.010406596531134488,11,0.5,3,0.25,0.46944444444444444,0.32500000000000007,0.15425531914893614,0.013977635782747605,2,,0,0.0,0.9090909090909091,0.5666666666666667,0.2608695652173913,2
8,2,0,0.37222222222222223,0.3587438844009557,0.35175393711979086,0.3580892806369065,11,0.9500000000000002,0,0.0,0.011111111111111112,0.8500000000000001,0.5159574468085106,0.35634413509812873,2,1.0,2,0.0,0.9090909090909091,0.16666666666666669,0.08695652173913043,3
2,3,1,0.2777777777777778,0.2887700534759359,0.2910341690829496,0.2961046346317884,5,0.9000000000000001,3,0.32499999999999996,0.6722222222222223,0.07500000000000001,0.18085106382978722,0.2918758557736193,2,1.0,2,0.0,0.8181818181818182,0.4666666666666667,0.043478260869565216,3
3,2,4,0.2277777777777778,0.23711457503697803,0.24026380123941105,0.23741825419391524,7,0.15000000000000002,6,0.44999999999999996,0.005555555555555555,0.825,0.5797872340425532,0.23801916932907347,2,0.0,1,0.0,0.4545454545454545,0.8333333333333334,0.9130434782608695,3
14,3,1,0.21111111111111114,0.1876777790419843,0.1838080618568424,0.19078760307079898,17,0.7000000000000002,2,0.07500000000000001,0.713888888888889,0.9500000000000002,0.39361702127659576,0.18701506161570058,2,1.0,2,0.0,0.0,0.8333333333333334,0.5217391304347826,0
6,3,2,0.3888888888888889,0.3485038115826602,0.3505600090965945,0.3473414842195053,15,0.8,0,0.6,0.9833333333333334,0.17500000000000004,0.9202127659574468,0.3489274303970789,2,0.49949949949949957,2,0.0,0.7272727272727273,0.26666666666666666,0.7826086956521738,1
8,2,0,0.37222222222222223,0.3200022755717374,0.3142304849621923,0.31907876030707993,19,0.6000000000000001,2,0.42500000000000004,0.019444444444444445,0.675,0.5638297872340425,0.31777727065267003,2,1.0,2,0.0,0.7272727272727273,0.4666666666666667,0.30434782608695654,2
5,3,2,1.0,0.8199453862783024,0.82796065722895,0.819903326698891,20,0.15000000000000002,1,0.75,0.5777777777777778,0.875,0.26063829787234044,0.824224098585121,0,0.19919919919919918,2,0.0,0.6363636363636364,0.4666666666666667,0.7826086956521738,1
8,2,4,0.37222222222222223,0.3689839572192513,0.37387003240661787,0.37480807506397495,8,0.6500000000000001,4,0.875,0.005555555555555555,0.45000000000000007,0.9042553191489362,0.3727179370150616,1,1.0,2,0.0,0.36363636363636365,0.0,0.34782608695652173,2
0,1,1,0.2,0.19427693708044147,0.19768036841207576,0.2019903326698891,11,0.55,0,0.8500000000000001,0.0027777777777777766,0.42500000000000004,0.8617021276595744,0.19762665449566408,0,0.0,3,0.0,0.1818181818181818,0.9,0.8260869565217391,1
3,2,4,0.2277777777777778,0.2455910797587894,0.24583546534766054,0.2464031845322718,5,0.0,5,0.175,0.01666666666666667,0.525,0.5797872340425532,0.24572113190324052,1,0.0,1,0.0,0.0,0.06666666666666668,0.34782608695652173,2
2,3,0,0.2777777777777778,0.2403003754693367,0.2475979305247598,0.25038384987205,17,0.10000000000000009,0,0.75,0.7527777777777779,0.65,0.75,0.24589228662711088,2,1.0,2,0.0,0.36363636363636365,0.3666666666666667,0.3913043478260869,2
2,3,2,0.2777777777777778,0.2562862669245648,0.25362442435613175,0.2482797839067387,15,0.050000000000000044,4,0.15000000000000002,0.5194444444444445,0.125,0.38829787234042556,0.25251026928343223,1,1.0,2,0.0,0.4545454545454545,0.6666666666666666,0.08695652173913043,3
3,2,3,0.2277777777777778,0.19478894072135627,0.1922224117346069,0.1957350014216662,19,0.55,0,0.42500000000000004,0.025,0.825,0.5851063829787234,0.19386125057051573,0,0.0,1,0.0,0.0,0.5666666666666667,0.6521739130434783,0
15,3,3,0.7222222222222222,0.7112299465240642,0.7139121041560066,0.7131646289451236,6,0.20000000000000007,0,0.7749999999999999,0.7166666666666668,0.17500000000000004,0.03723404255319149,0.7140575079872205,0,0.24924924924924927,2,0.0,0.5454545454545454,0.3666666666666667,0.13043478260869565,3
3,2,0,0.2277777777777778,0.2030947775628627,0.1993291261583945,0.20324139891953366,17,0.55,1,0.07500000000000001,0.005555555555555555,0.675,0.1595744680851064,0.2015061615700593,1,0.0,1,0.0,0.4545454545454545,0.8666666666666667,0.5652173913043478,0
